Creation Time,Marketplace Type,ProFinder Service Category,Top Level Service Category,Secondary Service Category,Use Profile Location,Available to Work Remotely,Pricing Info Provided,Status,Media
Thu Jun 13 03:50:58 UTC 2024,SERVICE_MARKETPLACE,,,"Application Development, Mobile Application Development",false,true,false,ACTIVE,https://www.linkedin.com/services/page/28123a32b921b31702
